"","Principal","Taxon.NombreActual","NombreMemoria","Name2015","Notes","CODIGO","Familia","Family.APG.IV.","Familia_APGIII..Stevens2015.","CodigoPBDY_14","CodigoPBDY_10","CodigoPBDY_09","Forma_2015","FormaPBDY_2011","FormaPBDY_2007","Forma_MV_2012","FormaSSP"
"1","si","Monocot sp. A","Monocot sp. A","","","MON_A","?","(unknown)","?","","","","-","","","S [??]",""
"2","si","uniden 'U5976'","uniden 'U5976'","","","U5976","??","(unknown)","","","","","-","","","",""
"3","si","Mendoncia sericea","Mendonicia glomerata","Mendoncia sericea","","MENDGL","Acanthaceae","Acanthaceae","Acanthaceae","","","","CW","","","V-lenosa",""
"4","si","Mendoncia pedunculata","Mendoncia 'rug'","Mendoncia pedunculata","","MENDRU","Acanthaceae","Acanthaceae","Acanthaceae","","","","CW","","","V-lenosa",""
"5","si","Mendoncia 'rug'","Mendoncia sp. G","","","MEND_G","Acanthaceae","Acanthaceae","Acanthaceae","","","","CW","","","V-lenosa",""
"6","si","Mendoncia hollenbergiae","Mendoncia sp. C","Mendoncia hollenbergiae","","MEND_C","Acanthaceae","Acanthaceae","Acanthaceae","","","","CW","","","V-lenosa",""
"7","si","Mendoncia sp. D","Mendoncia sp. D","","","MEND_D","Acanthaceae","Acanthaceae","Acanthaceae","","","","CW","","","V-lenosa",""
"8","si","Mendoncia sp. H","Mendoncia sp. H","","","MEND_H","Acanthaceae","Acanthaceae","Acanthaceae","","","","CW","","","V-lenosa",""
"9","si","Mendoncia sp. N","Mendonica sp. N","","","MEND_N","Acanthaceae","Acanthaceae","Acanthaceae","","","","CW","","","V-lenosa",""
"10","si","Mendoncia sp. O","Mendoncia sp. O","","","MEND_O","Acanthaceae","Acanthaceae","Acanthaceae","","","","CW","","","V-lenosa",""
"11","si","Mendoncia sp. S (mixed spp?)","Mendoncia sp. S","","","MEND_S","Acanthaceae","Acanthaceae","Acanthaceae","","","","CW","","","V-lenosa",""
"12","si","Mendoncia sp. T","Mendonica sp. T","","","MEND_T","Acanthaceae","Acanthaceae","Acanthaceae","","","","CW","","","V-lenosa",""
"13","si","Astronium graveolens","Astronium 'comun'","","","AST2CO","Anacardiaceae","Anacardiaceae","Anacardiaceae","ASTRGR","ASTRGR","ASTRGR","TC","T","T","T","T"
"14","si","Spondias mombin","Spondias mombin","","","SPONMO","Anacardiaceae","Anacardiaceae","Anacardiaceae","SPONMO","SPONMO","SPONMO","TC","T","T","T","T"
"15","si","Tapirira guianensis","Tapirira guianensis","","","TAPIGU","Anacardiaceae","Anacardiaceae","Anacardiaceae","TAPIGU","TAPIGU","TAPIGU","TC","T","T","T","T"
"16","si","Anaxagorea brevipes","Anaxagorea brevipes","","","ANAXBR","Annonaceae","Annonaceae","Annonaceae","ANAXBR","ANAXBR","ANAXBR","TU","U","U","U","U"
"17","si","Annona cuspidata","Rollinia cuspidata","","","ROLLCU","Annonaceae","Annonaceae","Annonaceae","ROLLCU","ROLLCU","ROLLCU","TU","U","S","U","U"
"18","si","Annona dolichopetala","Rollinia 'palida'","","","ROLLPA","Annonaceae","Annonaceae","Annonaceae","ROLLDO","ROLLDO","ROLLDO","TM","M","M","M","U"
"19","si","Annona 'mosaic'","Annona 'mosaic'","","","ANNOMO","Annonaceae","Annonaceae","Annonaceae","ANNOMO","ANNOMO","ANNOMO","TC","T","T","T","M"
"20","si","Annona neochrysocarpa","Rollinia chrysocarpa","","","ROLLCH","Annonaceae","Annonaceae","Annonaceae","ROLLCH","ROLLCH","ROLLCH","SL","S","S","S",""
"21","si","Annona papilionella","Rollinia pittieri","","","ROLLPI","Annonaceae","Annonaceae","Annonaceae","ROLLPI","ROLLPI","ROLLPI","TC","T","T","T","M"
"22","si","Annonaceae sp. AI","Annonaceae sp. AI","","","ANN_AI","Annonaceae","Annonaceae","Annonaceae","","","","T?","","","M",""
"23","si","Annonaceae sp. AO","Annonaceae sp. AO","","","ANN_AO","Annonaceae","Annonaceae","Annonaceae","","","","T?","","","M",""
"24","si","Annonaceae sp. BE","Annonaceae sp. BE","","","ANN_BE","Annonaceae","Annonaceae","Annonaceae","","","","T?","","","M",""
"25","si","Annonaceae sp. E","Annonaceae sp. E","","","ANN_E","Annonaceae","Annonaceae","Annonaceae","","","","T?","","","M",""
"26","si","Annonaceae sp. N","Annonaceae sp. N","","","ANN_N","Annonaceae","Annonaceae","Annonaceae","","","","T?","","","M",""
"27","si","Annonaceae sp. Q","Annonaceae sp. Q","","","ANN_Q","Annonaceae","Annonaceae","Annonaceae","","","","T?","","","M",""
"28","si","Cremastosperma cauliflorum","Cremastosperma 'brilla'","","","CREMBR","Annonaceae","Annonaceae","Annonaceae","CREMCA","CREMCA","CREMCA","TM","T","S","T","S"
"29","si","Duguetia 'cortaten'","Duguetia 'cortaten'","","","DUGUCO","Annonaceae","Annonaceae","Annonaceae","DUGUCO","DUGUCO","DUGUCO","TC","T","T","T","U"
"30","si","Duguetia hadrantha","Duguetia hadrantha","","","DUGUHA","Annonaceae","Annonaceae","Annonaceae","DUGUHA","DUGUHA","DUGUHA","TU","U","U","U","U"
"31","si","Duguetia quitarensis","Duguetia quitarensis","","","DUGUQU","Annonaceae","Annonaceae","Annonaceae","DUGUQU","DUGUQU","DUGUQU","TM","M","M","M","U"
"32","si","Duguetia spixiana","Duguetia spixiana","","","DUGUSP","Annonaceae","Annonaceae","Annonaceae","DUGUSP","DUGUSP","DUGUSP","TM","M","M","M",""
"33","si","Guatteria asplundiana","Guatteria 'grande'","Guatteria asplundiana","","GUATG1","Annonaceae","Annonaceae","Annonaceae","GUATGR","GUATGR","GUATGR","TC","T","T","T","U"
"34","si","Guatteria glaberrima","Guatteria 'tipica'","","","GUATT2","Annonaceae","Annonaceae","Annonaceae","GUATGL","GUATGL","GUATGL","TM","M","T","M","M"
"35","si","Guatteria multivenia","Guatteria multivenia","","","GUATMU","Annonaceae","Annonaceae","Annonaceae","GUATMU","GUATMU","GUATMU","TM","M","M","M","M"
"36","si","Guatteria 'punctomarron'","Guatteria 'punctomarron'","","","GUATP2","Annonaceae","Annonaceae","Annonaceae","GUATPC","GUATPC","GUATPC","TC","T","T","T","M"
"37","si","Guatteria recurvisepala","Guatteria 'rolin'","","","GUATRO","Annonaceae","Annonaceae","Annonaceae","GUATRE","GUATRE","GUATRE","TM","M","M","M","U"
"38","si","Guatteria scalarinervia","Guatteria 'pulvinada'","","","GUATP1","Annonaceae","Annonaceae","Annonaceae","GUATPU","GUATPU","GUATPU","TM","M","M","M","M"
"39","si","Guatteria sp. E","Guatteria sp. E","","","GUAT_E","Annonaceae","Annonaceae","Annonaceae","","","","T?","","","M",""
"40","si","Guatteria sp. J","Guatteria sp. J","","","GUAT_J","Annonaceae","Annonaceae","Annonaceae","","","","T?","","","M",""
"41","si","Guatteria sp. O","Guatteria sp. O","","","GUAT_O","Annonaceae","Annonaceae","Annonaceae","","","","T?","","","M",""
"42","si","Guatteria sp. R","Guatteria sp. R","","","GUAT_R","Annonaceae","Annonaceae","Annonaceae","","","","T?","","","M",""
"43","si","Guatteria stipitata","Guatteria 'cachorro'","","","GUATCA","Annonaceae","Annonaceae","Annonaceae","GUATCI","GUATCI","GUATCI","TM","M","M","M","T"
"44","si","Oxandra mediocris","Oxandra mediocris","","","OXANME","Annonaceae","Annonaceae","Annonaceae","OXANME","OXANME","OXANME","TM","M","M","M","M"
"45","si","Oxandra riedeliana","Oxandra riedeliana","","","OXANRI","Annonaceae","Annonaceae","Annonaceae","OXANRI","OXANRI","OXANRI","TM","M","M","M","U"
"46","si","Pseudomalmea diclina","Pseudomalmea diclina","","","PSE2DI","Annonaceae","Annonaceae","Annonaceae","PSEDDI","PSEDDI","PSEDDI","TC","T","T","T",""
"47","si","Unonopsis floribunda","Unonopsis floribunda","","","UNONFL","Annonaceae","Annonaceae","Annonaceae","UNONFL","UNONFL","UNONFL","TM","M","M","U",""
"48","si","Unonopsis sp. C","Unonopsis sp. C","","","UNON_C","Annonaceae","Annonaceae","Annonaceae","","","","T?","","","",""
"49","si","Unonopsis veneficiorum","Unonopsis 'venefalso'","","","UNONVE","Annonaceae","Annonaceae","Annonaceae","UNONVE","UNONVE","UNONVE","TU","U","U","U","U"
"50","si","Xylopia cuspidata","Xylopia cuspidata","","","XYL1CU","Annonaceae","Annonaceae","Annonaceae","XYLOCU","XYLOCU","XYLOCU","TU","S","S","M",""
"51","si","Xylopia sericea","Xylopia 'ligu'","","","XYL1LI","Annonaceae","Annonaceae","Annonaceae","XYLOLI","XYLOLI","XYLOLI","TC","T","T","M","M"
"52","si","Allomarkgrafia cf tubiflora","Apocynaceae sp. OF","Allomarkgrafia cf. tubiflora (o sp. nov.)","","APO_OF","Apocynaceae","Apocynaceae","Apocynaceae","","","","CW","","","V-lenosa",""
"53","si","Apocynaceae sp. AF","Apocynaceae sp. AF","","","APO_AF","Apocynaceae","Apocynaceae","Apocynaceae","","","","CW","","","V-lenosa",""
"54","si","Apocynaceae sp. AG","Apocynaceae sp. AG","","","APO_AG","Apocynaceae","Apocynaceae","Apocynaceae","","","","CW","","","V-lenosa",""
"55","si","Aspidosperma 'blancimpreso'","Aspidosperma 'blancimpreso'","","","ASPIBL","Apocynaceae","Apocynaceae","Apocynaceae","ASPIBL","ASPIBL","ASPIBL","TC","T","T","T","M"
"56","si","Aspidosperma darienense","Aspidosperma darienense","","","ASPIDA","Apocynaceae","Apocynaceae","Apocynaceae","ASPIDA","ASPIDA","ASPIDA","TC","T","T","T",""
"57","si","Aspidosperma megalocarpon","Aspidosperma 'grandis'","","","ASPIGR","Apocynaceae","Apocynaceae","Apocynaceae","ASPIME","ASPIME","ASPIME","TC","T","T","T","T"
"58","si","Aspidosperma rigidum","Aspidosperma rigidum","","","ASPIRI","Apocynaceae","Apocynaceae","Apocynaceae","ASPIRI","ASPIRI","ASPIRI","TC","T","T","T","T"
"59","si","Forsteronia acouci","Fosteronia acouci","","","FOSTAC","Apocynaceae","Apocynaceae","Apocynaceae","","","","CW","","","V-lenosa",""
"60","si","Forsteronia affinis","Fosteronia affinis","","","FOSTAF","Apocynaceae","Apocynaceae","Apocynaceae","","","","CW","","","V-lenosa",""
"61","si","Himatanthus sucuuba","Himatanthus sucuuba","","","HIMASU","Apocynaceae","Apocynaceae","Apocynaceae","HIMASU","HIMASU","HIMASU","TC","T","T","T","M"
"62","si","Lacmellea lactescens","Lacmellea lactescens","","","LACMLA","Apocynaceae","Apocynaceae","Apocynaceae","LACMLA","LACMLA","LACMLA","TC","T","M","T","M"
"63","si","Mandevilla sp. A","Mandevilla sp. A","","","MAN_A","Apocynaceae","Apocynaceae","Apocynaceae","","","","CH","","","L",""
"64","si","Mandevilla sp. B","Mandevilla sp. B","","","MAN_B","Apocynaceae","Apocynaceae","Apocynaceae","","","","CH","","","L",""
"65","si","Odontodenia sp. A","Odontodenia sp. A","","","ODON_A","Apocynaceae","Apocynaceae","Apocynaceae","","","","CW","","","V-lenosa",""
"66","si","Odontodenia sp. C","Odontodenia sp. C","","","ODON_C","Apocynaceae","Apocynaceae","Apocynaceae","","","","CW","","","V-lenosa",""
"67","si","Rauvolfia praecox","Rauvolfia 'vertichica'","","","RAUVVE","Apocynaceae","Apocynaceae","Apocynaceae","RAUVPR","RAUVPR","RAUVPR","TC","T","T","T","T"
"68","si","Tabernaemontana sananho","Tabernaemontana sananho","","","TAB2SA","Apocynaceae","Apocynaceae","Apocynaceae","TABRSA","TABRSA","TABRSA","TU","U","S","U",""
"69","si","Tassadia sp. AQ","Apocynaceae sp. AQ","","","APO_AQ","Apocynaceae","Apocynaceae","Apocynaceae","","","","CW","","","V-lenosa",""
"70","si","Anthurium bonplandii cf.","Anthurium bonplandii","","","ANTHBO","Araceae","Apocynaceae","Apocynaceae","","","","XT","","","HE-no lenosa",""
"71","si","Dendropanax arboreus","Dendropanax arboreus","Dendropanax arboreus","","DEN2AR","Araliaceae","Araliaceae","Araliaceae","DENDAR","DENDAR","DENDAR","TC","T","T","T","M"
"72","si","Dendropanax caucanus","Dendropanax 'grande'","Dendropanax caucanus","","DEN2GR","Araliaceae","Araliaceae","Araliaceae","DENDCA","DENDCA","DENDCA","TM","M","M","M","M"
"73","si","Dendropanax querceti","Dendropanax 'quercetorum'","Dendropanax querceti","","DEN2QU","Araliaceae","Araliaceae","Araliaceae","DENDQU","DENDQU","DENDQU","SL","S","S","S","S"
"74","si","Schefflera morototoni","Schefflera morototoni","Schefflera morototoni","","SCH2MO","Araliaceae","Araliaceae","Araliaceae","SCHEMO","SCHEMO","SCHEMO","TC","T","T","E","M"
"75","si","Aiphanes ulei","Aiphanes ulei","","","AIPHUL","Arecaceae","Arecaceae","Arecaceae","AIPHUL","AIPHUL","AIPHUL","SL","S","S","S","U"
"76","si","Astrocaryum chambira","Astrocaryum chambira","","","AST1CH","Arecaceae","Arecaceae","Arecaceae","ASTCCH","ASTCCH","ASTCCH","TC","T","T","M","M"
"77","si","Astrocaryum urostachys","Astrocaryum murumuru","Astrocaryum urostachys","","AST1MU","Arecaceae","Arecaceae","Arecaceae","ASTCMU","ASTCMU","ASTCMU","TM","M","M","M","U"
"78","si","Attalea insignis cf.","Attalea insignis cf.","","","ATTAIN","Arecaceae","Arecaceae","Arecaceae","","","","SS","","","S",""
"79","si","Attalea maripa","Attalea maripa","","","ATTAMA","Arecaceae","Arecaceae","Arecaceae","ATTAMA","ATTAMA","ATTAMA","TC","T","T","T","M"
"80","si","Bactris maraja var. maraja","Bactris maraja","","","BACTMA","Arecaceae","Arecaceae","Arecaceae","BACTMA","BACTMA","BACTMA","SL","S","S","S",""
"81","si","Bactris simplicifrons","Bactris simplicifrons","","","BACTSI","Arecaceae","Arecaceae","Arecaceae","BACTSI","BACTSI","BACTSI","SL","S","S","S",""
"82","si","Desmoncus giganteus","Desmoncus orthacanthos","","","DESMOR","Arecaceae","Arecaceae","Arecaceae","","","","CW","","V","L","L"
"83","si","Euterpe precatoria","Euterpe precatoria","","","EUTEPR","Arecaceae","Arecaceae","Arecaceae","EUTEPR","EUTEPR","EUTEPR","TM","M","T","E","M"
"84","si","Geonoma aspidifolia","Geonoma 'comun'","Geonoma aspidifolia","","GEONCO","Arecaceae","Arecaceae","Arecaceae","GEONCO","GEONCO","GEONCO","SL","S","S","S","S"
"85","si","Geonoma brongniartii","Geonoma brongniartii","","","GEONBR","Arecaceae","Arecaceae","Arecaceae","","","","SS","","","S",""
"86","si","Geonoma macrostachys","Geonoma sp. A","","","GEON_A","Arecaceae","Arecaceae","Arecaceae","","","","SS","","","S",""
"87","si","Geonoma maxima","Geonoma maxima","","","GEONMA","Arecaceae","Arecaceae","Arecaceae","GEONMA","GEONMA","GEONMA","SL","S","S","S","U"
"88","si","Geonoma stricta var. stricta","Geonoma stricta","","","GEONST","Arecaceae","Arecaceae","Arecaceae","GEONST","GEONST","GEONST","SL","S","S","S","S"
"89","si","Geonoma triglochin","Geonoma triglochin","","","GEONTR","Arecaceae","Arecaceae","Arecaceae","GEONTR","GEONTR","GEONTR","SL","S","S","S","S"
"90","si","Hyospathe elegans","Hyospathe elegans","","","HYOSEL","Arecaceae","Arecaceae","Arecaceae","HYOSEL","HYOSEL","HYOSEL","SL","S","S","S","S"
"91","si","Iriartea deltoidea","Iriartea deltoidea","","","IRIADE","Arecaceae","Arecaceae","Arecaceae","IRIADE","IRIADE","IRIADE","TM","M","T","E","M"
"92","si","Mauritia flexuosa","Mauritia flexuosa","","","MAURFL","Arecaceae","Arecaceae","Arecaceae","MAURFL","MAURFL","MAURFL","TC","T","T","T",""
"93","si","Oenocarpus bataua","Oenocarpus bataua","","","OENOBA","Arecaceae","Arecaceae","Arecaceae","OENOBA","OENOBA","OENOBA","TC","T","T","T","M"
"94","si","Oenocarpus mapora","Oenocarpus mapora","","","OENOMA","Arecaceae","Arecaceae","Arecaceae","OENOMA","OENOMA","OENOMA","TM","M","T","M","U"
"95","si","Phytelephas tenuicaulis","Phytelephas tenuicaulis","","","PHYTTE","Arecaceae","Arecaceae","Arecaceae","PHYTTE","PHYTTE","PHYTTE","TU","U","U","U","U"
"96","si","Prestoea schultzeana","Prestoea schultzeana","","","PRESSC","Arecaceae","Arecaceae","Arecaceae","PRESSC","PRESSC","PRESSC","TU","U","S","U","S"
"97","si","Socratea exorrhiza","Socratea exorrhiza","","","SOCREX","Arecaceae","Arecaceae","Arecaceae","SOCREX","SOCREX","SOCREX","TC","T","T","T","M"
"98","si","Wettinia maynensis","Wettinia maynensis","","","WETTMA","Arecaceae","Arecaceae","Arecaceae","WETTMA","WETTMA","WETTMA","TM","U","T","M","M"
"99","si","Aristolochia sp. A (mixed spp.?)","Aristolochia sp. A","","","ARIS_A","Aristolochiaceae","Aristolochiaceae","Aristolochiaceae","","","","CW","","","V-lenosa",""
"100","si","Aristolochia sp. K","Aristolochia sp. K","","","ARIS_K","Aristolochiaceae","Aristolochiaceae","Aristolochiaceae","","","","CW","","","V-lenosa",""
"101","si","Aristolochia sp. M","Aristolochia sp. M","","","ARIS_M","Aristolochiaceae","Aristolochiaceae","Aristolochiaceae","","","","CW","","","V-lenosa",""
"102","si","Metalepis albiflora","Metalepis albiflora","","","METAAL","Asclepiadaceae","Asclepiadaceae","Apocynaceae","","","","CW","","","V-lenosa",""
"103","si","Metalepis sp. A","Asclepiadaceae sp. A (2)","","","ASCL_A","Asclepiadaceae","Asclepiadaceae","Apocynaceae","","","","CW","","","V-lenosa",""
"104","si","Begonia sp. B","Begonia sp. B","","","BEGO_B","Begoniaceae","Begoniaceae","Begoniaceae","","","","XT","","","H-no lenosa",""
"105","si","Adenocalymma 'purpurascens'","Adenocalymma 'purpurascens'","","","ADENPU","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"106","si","Amphilophium paniculatum","Amphilophium paniculatum","","","AMPHPA","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"107","si","Amphilophium cf. sp. A","Amphilophium?","","","AMPH_A","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"108","si","Anemopaegma 'chrysoleucum'","Anemopaegma chrysoleucum","","","ANEMCH","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"109","si","Arrabidaea sp. A","Arrabidaea sp. A","","","ARRA_A","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"110","si","Arrabidaea sp. B","Arrabidaea sp. B","","","ARRA_B","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"111","si","Bignoniaceae sp. AE","Bignoniaceae sp. AE","","","BIG_AE","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"112","si","Bignoniaceae sp. AP","Bignoniaceae sp. AP","","","BIG_AP","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"113","si","Bignoniaceae sp. AS","Bignoniaceae sp. AS","","","BIG_AS","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"114","si","Bignoniaceae sp. AW","Bignoniaceae sp. AW","","","BIG_AW","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"115","si","Bignoniaceae sp. AZ","Bignoniaceae sp. AZ","","","BIG_AZ","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"116","si","Bignoniaceae sp. B","Bignoniaceae sp. B","","","BIG_B","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"117","si","Bignoniaceae sp. BB","Bignoniaceae sp. BB","","","BIG_BB","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"118","si","Bignoniaceae sp. BL","Bignoniaceae sp. BL","","","BIG_BL","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"119","si","Bignoniaceae sp. BM","Bignoniaceae sp. BM","","","BIG_BM","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"120","si","Bignoniaceae sp. C","Bignoniaceae sp. C","","","BIG_C","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"121","si","Bignoniaceae sp. G","Bignoniaceae sp. G","","","BIG_G","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"122","si","Bignoniaceae sp. N","Bignoniaceae sp. N","","","BIG_N","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"123","si","Bignoniaceae sp. S","Bignoniaceae sp. S","","","BIG_S","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"124","si","Bignoniaceae sp. V","Bignoniaceae sp. V","","","BIG_V","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"125","si","Bignoniaceae sp. W","Bignoniaceae sp. W","","","BIG_W","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"126","si","Bignoniaceae sp. X","Bignoniaceae sp. X","","","BIG_X","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"127","si","Bignoniaceae sp. Y","Bignoniaceae sp. Y","","","BIG_Y","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"128","si","Callichlamys latifolia","Callichlamys latifolia","","","CAL2LA","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","V","V-lenosa","L"
"129","si","Cydista cf. aequinoctialis","Bignoniaceae sp. F","","","BIG_F","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"130","si","Distictella sp. A","Distictella sp. A","","","DIS1_A","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","T [??]",""
"131","si","Jacaranda copaia","Jacaranda copaia","","","JAC1CO","Bignoniaceae","Bignoniaceae","Bignoniaceae","JACACO","JACACO","JACACO","TC","T","T","T","T"
"132","si","Macfadyena sp. A","Macfadyena sp. A","","","MACF_A","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","L-lenosa",""
"133","si","Memora cladotricha","Memora cladotricha","","","MEMOCL","Bignoniaceae","Bignoniaceae","Bignoniaceae","MEMOCL","MEMOCL","MEMOCL","TU","U","S, V","U","U"
"134","si","Paragonia pyramidata (frutos)","Bignoniaceae sp. AJ","","","BIG_AJ","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"135","si","Pithecoctinium crucigerum","Pithecoctinium sp. A","","","PITH_A","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"136","si","Schlegelia sp. ('spruceana')","Schlegelia spruceana","","","SCHLSP","Bignoniaceae","Schlegeliaceae","Bignoniaceae","","","","HL","","","HE-lenosa",""
"137","si","Tynanthus sp.","Bignoniaceae sp. BO","","","BIG_BO","Bignoniaceae","Bignoniaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"138","si","Ceiba pentandra","Ceiba pentandra","","","CEIBPE","Bombacaceae","Malvaceae","Bignoniaceae","CEIBPE","CEIBPE","CEIBPE","TE","T","T","E","T"
"139","si","Ceiba samauma","Ceiba samauma","","","CEIBSA","Bombacaceae","Malvaceae","Bignoniaceae","CEIBSA","CEIBSA","CEIBSA","TC","T","T","E",""
"140","si","Eriotheca globosa","Eriotheca globosa","","","ERIOGL","Bombacaceae","Malvaceae","Bignoniaceae","ERIOGL","ERIOGL","ERIOGL","TC","T","T","E","T"
"141","si","Matisia bracteolosa s.l.","Matisia bracteolosa","","","MATIBR","Bombacaceae","Malvaceae","Bignoniaceae","MATIBR","MATIBR","MATIBR","TM","M","M","M","M"
"142","si","Matisia cordata","Matisia cordata","","","MATICO","Bombacaceae","Malvaceae","Bignoniaceae","MATICO","MATICO","MATICO","TC","T","T","M","T"
"143","si","Matisia huallagensis","Matisia longiflora","Matisia huallagensis","","MATILO","Bombacaceae","Malvaceae","Bignoniaceae","MATILO","MATILO","MATILO","TM","M","U","M","U"
"144","si","Matisia malacocalyx s.l.","Matisia malacocalyx","","","MATIMA","Bombacaceae","Malvaceae","Bignoniaceae","MATIMA","MATIMA","MATIMA","TM","M","M","M","M"
"145","si","Matisia obliquifolia","Matisia obliquifolia","","","MATIO1","Bombacaceae","Malvaceae","Bignoniaceae","MATIOQ","MATIOQ","MATIOQ","TM","M","M","M","U"
"146","si","Matisia oblongifolia","Matisia oblongifolia","","","MATIO2","Bombacaceae","Malvaceae","Bignoniaceae","MATIOB","MATIOB","MATIOB","TU","U","S","M","S"
"147","si","Ochroma pyramidale","Ochroma pyramidale","","","OCHRPY","Bombacaceae","Malvaceae","Bignoniaceae","OCHRPY","OCHRPY","OCHRPY","TM","M","M","M","M"
"148","si","Pachira insignis","Pachira insignis","","","PACHIN","Bombacaceae","Malvaceae","Bignoniaceae","PACHIN","PACHIN","PACHIN","TC","T","T","M","M"
"149","si","Quararibea 'sesiblanca' (cf. bilobata)","Quararibea 'sesiblanca'","","","QUARSE","Bombacaceae","Malvaceae","Bignoniaceae","QUARSE","QUARSE","QUARSE","TC","T","T","M","M"
"150","si","Cordia chamissoniana","Cordia chamissoniana","","","CORDCH","Boraginaceae","Boraginaceae","Bignoniaceae","CORDCH","CORDCH","CORDCH","TC","T","T","M","M"
"151","si","Cordia nodosa","Cordia nodosa","","","CORDNO","Boraginaceae","Boraginaceae","Bignoniaceae","CORDNO","CORDNO","CORDNO","SL","S","S","U","S"
"152","si","Cordia sp. A","Cordia sp. A","","","CORD_A","Boraginaceae","Boraginaceae","Bignoniaceae","","","","T?","","","V-lenosa",""
"153","si","Cordia sp. B","Cordia sp. B","","","COR_B","Boraginaceae","Boraginaceae","Bignoniaceae","","","","T?","","","V-lenosa",""
"154","si","Tournefortia sp. B","Tournefortia sp. B","","","TOUR_B","Boraginaceae","Boraginaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"155","si","Tournefortia 'tace'","Tournefortida 'tace'","","","TOURTA","Boraginaceae","Boraginaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"156","si","Tournefortia ulei","Tournefortia ulei","","","TOURUL","Boraginaceae","Boraginaceae","Bignoniaceae","","","","CW","","","V-lenosa",""
"157","si","Bromeliaceae sp. B","Bromeliaceae sp. B","","","BRO_B","Bromeliaceae","Bromeliaceae","Bignoniaceae","","","","EH","","","HE-no lenosa",""
"158","si","Bromeliaceae sp. C","Bromeliaceae sp. C","","","BRO_C","Bromeliaceae","Bromeliaceae","Bignoniaceae","","","","EH","","","HE-no lenosa",""
"159","si","Bromeliaceae sp. D","Bromeliaceae sp. D","","","BRO_D","Bromeliaceae","Bromeliaceae","Bignoniaceae","","","","EH","","","HE-no lenosa",""
"160","si","Bromeliaceae sp. E","Bromeliaceae sp. E","","","BRO_E","Bromeliaceae","Bromeliaceae","Bignoniaceae","","","","EH","","","HE-no lenosa",""
"161","si","Bromeliaceae sp. F","Bromeliaceae sp. F","","","BRO_F","Bromeliaceae","Bromeliaceae","Bignoniaceae","","","","EH","","","HE-no lenosa",""
"162","si","Bromeliaceae sp. H","Bromeliaceae sp. H","","","BRO_H","Bromeliaceae","Bromeliaceae","Bignoniaceae","","","","EH","","","HE-no lenosa",""
"163","si","Bromeliaceae sp. I","Bromeliaceae sp. I","","","BRO_I","Bromeliaceae","Bromeliaceae","Bignoniaceae","","","","EH","","","HE-no lenosa",""
"164","si","Bromeliaceae sp. J","Bromeliaceae sp. J","","","BRO_J","Bromeliaceae","Bromeliaceae","Bignoniaceae","","","","EH","","","HE-no lenosa",""
