"","Group.1","ficus_pseudotrigona","doliocarpus_dentatus","iriartea_deltoidea","combretum_sp.","ficus_sp._small","calycophyllum_spruceanum","gouania_lupuloides","sapium_marmieri","neea_cf._macrophylla_.arbol_11941.","trichilia_elegans","celtis_iguanaea","mendoncia_hirsuta","rinorea_viridifolia","lonchocarpus_spiciflorus","marsdenia_sp.","abuta_grandifolia","diospyros_pavonii","mollinedia_sp.","quiina_peruviana","heisteria_acuminata","maytenus_magnifolia","malmea_dielsiana","chamadorea_pinatifrons","combretum_assimile","ficus_paraensis","manilkara_inundata","bauhinia_sp._.1","caraipa_densifolia","hyeronima_laxiflora","ficus_killipii","ficus_sp._medium","ficus_perforata","ficus_citrifolia","xylosma_sp._.2","ficus_mathewsii","ficus_sp.","pseudolmedia_laevis","drypetes_sp._medium","ficus_ypsilophlebia","xylosma_intermedium","bactris_simplicifrons","piper_sp.","lunania_parvifolia","duguetia_quitarensis","astrocaryum_murumuru","hasseltia_floribunda","cordia_rf_.12097","oxandra_acuminata","trichilia_pleeana","oxandra_espintana","ficus_pertusa","ficus_cf_sanguinosa","clarisia_racemosa","psittacanthus_cucullaris","cissus_pseudosicyoides","chrysochlamys_ulei","tetracera_parviflora","spondias_mombin","stylogine_cauliflora","inga_chartacea","euterpe_precatoria","ficus_trigona","caryodaphopsis_fosterii","brosimum_alicastrum","justicia_appendiculata","iresine_hassleriana","ficus_sp._.2","myrciaria_amazonica","guazuma_crinita","pourouma_cecropiaefolia","vs32","cordia_sp.","pseudomalmea_diclina","lecointea_amazonica","quararibea_wittii","psychotria_viridis","philodendron_sp.","trichostigma_octandra","mayna_odorata","jacaratia_digitata","trichilia_poeppigii","paullinia_hystrix","pouteria_procera","uncaria_sp.","allophylus_scrobiculatus","nectandra_pulverulenta","peperomia_sp._.1","ficus_sp._.1","odontocarya_arifolia","vitex_cymosa","pera_benensis","luehea_cymulosa","virola_sebifera","stigmaphyllon_sp._.1","marcgravia_sp.","iryanthera_juruensis","drypetes_amazonica","otoba_parvifolia","pouteria_pariry","aspidosperma_megaphyllum","machaerium_sp._.2","tetrapteris_sp.","ficus_maxima","virola_calophylla","hyperbaena_dominguensis","apeiba_membranacea","theobroma_cacao","anomospermum_grandifolium","acacia_sp._.1","banisteriopsis_sp.","acacia_sp.","guarea_guidonia","allophylus_glabratus","faramea_multiflora","odontocarya_diplobotria","gallesia_integrifolia","securidaca_volubilis","rheedia_brasiliensis","souroubea_sp.","terminalia_oblonga","guarea_macrophylla","cordia_nodosa","guatteria_acutissima","brunfelsia_sp.","bignoniaceae_sp._.27","celtis_schippii","ampelocera_ruizii","thinouia_obliqua","quararibea_ochracalyx","guarea_kunthiana","cordia_sp._.2","neea_.5005","croton_tessmannii","inga_acreana","attalea_butyracea","brosimum_lactescens","siparuna_sp._.2","tetrapteris_sp._.1","casearia_sp._.3","anthodon_decussatum","stigmaphyllon_sp._.2","picramnia_sp_.2","ocotea_cernua","cissus_ulmifolia","byrsonima_arthropoda","cissus_erosa","bignoniaceae_sp._.55","acacia_sp._.16","combretum_sp._.1","machaerium_sp._.1","inga_ciliata","hiraea_sp._.1","ficus_sp..1","mikania_sp.","mascagnia_macrophylla","agonandra_brasiliensis","duguetia_spixiana","ruizodendron_ovale","smilax_sp._.2","odontadenia_sp.","mouriri_sp.","mabea_maynensis","celtis_sp._.1","loranthaceae_sp._.2","prunus_vana","miconia_affinis","fabaceae_sp._.2","mascagnia_divaricata","ladm_04","huertea_glandulosa","hypocratheaceae.","desconocid_.11_p.a","prestonia_sp._.2","copaifera_reticulata","..unk_7.3","acalypha_sp.","strychnos_tarapotensis","coussapoa_sp.","chrysophyllum_venezuelanense","paullinia_largifolia","sloanea_obtusifolia","chrysophyllum_sp.","siparuna_decipiens","swietenia_macrophylla","ceiba_samauma","miconia_sp._.1","orchidaceae_sp._.1","byttneria_pescapraeifolia","calophyllum_brasiliense","ficus_sp._big","guettarda_aromatica","cecropiacea_sp._.1","trichilia_maynasiana","rourea_sp.","aegiphila_haughtii","dipteryx_micrantha","byttneria_asterotricha","borismene_japurensis","lauraceae_sp.","sciadotenia_toxifera","randia_armata","neea_sp._.1","vs31","pouteria_pseudephedrantha","zizyphus_cinnamomum","ficus_schulttesi","clavija_sp.","bignoniaceae_sp._.54","myrtaceae_sp._.1","sparanthelium_tarapotanum","lauraceae_sp._.2","hiperbaena_dominguensis","bignoniaceae_sp._.28","ocotea_oblonga","pourouma_minor","mascagnia_sp._.2","pacouria_boliviensis","psyttacanthus_cucullaris","malpighiaceae_sp.","marsdenia_macrophylla","klarobelia_candida","combretum_leprosum","oenocarpus_bataua","protium_sp._.1","xylopia_ligustrifolia","cayaponia_tubulosa","zygia_sp.","bignoniaceae_sp._.15","orchidaceae_sp._.2","phytolacca_sp.","acacia_sp._.4","bignoniaceae_sp._.29","perebea_humilis","myrtaceae_sp._.2","turpinia_occidentalis","leretia_cordata","acacia_sp._.9","bauhinia_glabra","leonia_glycycarpa","mendoncia_glabra","ficus_insipida","phythecoctenium_crucigerum","dichapetalum_axilaris","inga_sp._small","matisia_cordata","pouteria_juruana","bignoniaceae_sp._.24","inga_ruiziana","ixora_peruviana","inga_sp._.14","neea_sp.","cissus_sicyoides","sorocea_steinbachii","bauhinia_sp.","neea_rf_.11941","heisteria_ovata","pouteria_ephedrantha","rollinia_pavonii","menispermaceae_sp._.4","annonaceae_sp._.1","abuta_sp._.1","curarea_tecunarum","petrea_aspera","casearia_fasiculata","bignoniaceae_sp._.31","trichilia_sp.","anomospermum_cloranthum","cremastosperma_pedunculatum","diospyros_subrotata","cedrela_odorata","bignoniaceae_sp._.36","virola_sp.","cecropia_sp.","bignoniaceae_sp._.2","inga_sp.","bignoniaceae_sp._.1","asplundia_sp.","fevillea_cordata","tabernaemontana_sananho","cheiloclinium_cognatum","paullinia_obovata","cayaponia_macrocalix","ficus_erythrosticta","solanaceae","terminalia_amazonia","couepia_latifolia","acacia_sp._narrow","cissus_sp.","acacia_sp._broad","strychnos_erichsonii","sapindus_saponaria","paullinia_rf_11880","cavallinesia_sp.","casearia_aculeata","matisia_rhombifolia","ficus_pseudokillipii","dalbergia_variabilis","machaerium_sp.","bauhinia_sp._.2","naucleopsis_pseudonaga","richeria_grandis","smilax_febrifuga","maripa_peruviana","icacinaceae","clarisia_biflora","hura_crepitans","cymbopetalum_longipes","fabaceae_sp._.8","lauraceae_sp._.7","bactris_lacheri","brosimum_utile","inga_punctata","fabaceae_sp._.4","machaerium_sp._.3","byttneria_sp._.1","carica_microcarpa","bignoniaceae_sp.","acacia_sp._.6","fabaceae_sp._.1","disciphania_ernestii","acacia_paniculata","swartzia_myrtifolia","unonopsis_mathewsii","mansoa_sp._.2","fabaceae_sp._.9","clavija_tarapotana","inga_sp._.13","guapira_rf_11340","inga_stipularis","inga_nobilis","prestonia_sp._.1","tanaecium_nocturnum","serjania_sp._.3","nhn_03","cupania_cinerea","batocarpus_amazonicus","fabaceae_sp.","euphorbiaceae..","serjania_tenuifolia","bignoniaceae_sp._.4","doliocarpus_cf._major","bignoniaceae_sp._.11","cucurbitaceae_sp._.1","pouteria_sp.","serjania_sp.","vernonia_patens","nectandra_longifolia","hiraea_sp._.2","guoania_lupuloides","sapotaceae_sp._.1","sorocea_pileata","inga_klugii","inga_sp._big","rhamnidium_elaeocarpum","acacia_sp._.2","bignoniaceae_sp._.22","eugenia_acrensis","ficus_regularis","cecropia_tessmannii","ficus_sp._.3","cecropia_sp._.1","rollinia_centrantha","cecropia_sp._brown","perebea_guianensis","epiphyllum_phyllantus","stizophyllum_riparium","passiflora_sp._.3","cupania_sp._.1","mascagnia_sp.","laetia_procera","mascagnia_sp._.1","casearia_decandra","inga_sp._medium","psychotria_sp._.5","bignoniaceae_sp._.37","leguminosae_sp._.3","heisteria_nitida","chrysophyllum_argenteum","gurania_sp._.2","inga_edulis","pseudobombax_septenatum","bignoniaceae_sp._.52","virola_sp._.1","lauraceae_sp._.5","tapura_sp._.1","psychotria_sp._.4","odontocarya_sp.","metalepis_albiflora","psychotria_sp.","bignoniaceae_sp._.20","psychotria_sp._.2","inga_sp._.3","annona_neglecta","bignoniaceae_sp._.38","anomospermum_reticulatum","hiraea_sp.","inga_sp._.4","guatteria_sp._.3","bignoniaceae_sp._.21","bignoniaceae_sp._.40","bignoniaceae_sp._.42","swartzia_sp._.red_aril.","inga_sp._green","casearia_sp._.1","swartzia_sp._rf_6494","psychotria_sp._.3","cecropia_cf._tesmanii.","moutaubea_aculeata","guatteria_sp._.2","inga_sp._.9","bignoniaceae_sp._.19","guatteria_sp._.1","passiflora_sp._.1","tapiriria_guianensis","capparis_sp.","chrysophyllum_sp._.1","flacourtaceae_sp._.2","markea_sp._.1","casearia_sp._.2","psychotria_sp._.7","araceae","bignoniaceae_sp._.33","anthurium_gracile","arrabidea_sp.","coccoloba_peruviana","acacia_sp._.3","tapura_peruviana","simarouba_sp.","annonaceae_sp.","bunchosia_hookeriana","bignoniaceae_sp._.6","bignoniaceae_sp._.18","fevillea_sp.","mascagnia_benthamiana","guatteria_sp._.4","inga_sp._.2","jacaranda_copaia","unonopsis_floribunda","guatteria_sp.","bignoniaceae_sp._.12","bignoniaceae_sp._.39","cissus_sp._2","bignoniaceae_sp._.30","trichilia_sp._.7","gnetum_leyboldii","combretum_sp._.grande.","acacia_sp._oval","byrsonima_sp._.1","clavija_sp._.1","matayba_purgans","odontadenia_sp._.1","bignoniaceae_sp._.56","bignoniaceae_sp._.59","bignoniaceae_sp._.13","cousarea_flava","prestonia_sp.","bignoniaceae_sp._.8","...5.4","fabaceae_sp._.3","simaba_sp._.1","myrtaceae_sp.","protium_sp.","aegiphila_sp.","bignoniaceae_sp._.25","bignoniaceae_sp._.26","inga_sp._.6","prestonia_plumerifolia","inga_sp._.10","solanum_viridipes","siparuna_sp._.1","calatola_microcarpa","guarea_sp.","pouteria_boliviana","triplaris_americana","alibertia_tutumilla","bignoniaceae_sp._.43","hiraea_sp._.3","anthurium_sp.","odontocarya_sp._.1","heliconia_sp.","connaraceae_sp._.1","matayba_sp._rf","combretum_sp._.alas.","hirtella_excelsa","clavija_elliptica","vs33","bignoniaceae_sp._.46","genipa_americana","peritassa_sp.","pterocarpus_rohrii","sarcaulis_brasiliensis","annonaceae_sp._.3","minguartia_guianensis","inga_sp._.12","bignoniaceae_sp._.58","bignoniaceae_sp._.10","trichilia_quadrijuga","inga_acrocephala","lacistema_agregatum","securidaea_volubilis","inga_sp._.8","canavalia_euricarpa","solanaceae_sp.","batocarpus_costarriscencis","paullinia_sp.","tabernaemontana_psychotrifolia","adenocalymma_sp.","chamaeodora_sp.","cucurbitaceae_sp._.2","zingiberaceae","convolvulaceae_sp.","ipomoea_phyllomega","bignoniaceae_sp._.7","lauraceae_sp._.1","leguminosae_sp._.1","bignoniaceae_sp._.9","leguminosae_sp._.2","aracaceae","virola_sp._.2","myrtaceae_sp._.3","coccoloba_sp.","lauraceae_sp._.3","trichilia_sp._.1","bignoniaceae_sp._.16","phytelephas","rauvolfia_praecox","inga_sp._round","melothria_sp._.2","capparis_macrophylla","chrysophyllum_sp._.2","carica_sp.","mollinedia_sp._.1","mollinedia_sp._.2","annona_sp._.1","psychotria_sp._.1","machaerium_rf_11440","hippocratacea_sp.","himatanthus_sucuuba","bignoniaceae_sp._.23","siolmatra_amazonica","vatairea_sp.","rheedia_macrophylla","myrtaceae_sp._boca_manu","protium_tenuifolium","syngonium_yurimaguensis","buchenavia_grandis","salacia_sp.","guatteria_dielsiana","styloceras_brokawii","pouteria_sp._.5","bignoniaceae_sp._.17","trichilia_septentrionalis","cymbopetalum_rf","inga_sp._.1","serjania_sp._.2","pouteria_sp._.6","mollinedia_rf_8323","bignoniaceae_sp._tiny","salacia_juruana","inga_semialata","dussia_tessmannii","protium_sagotianum","sterculia_sp._.1","tryginaea_duckeii","neea_spruceanum","hirtella_racemosa","protium_sp._.2","acacia_macrantha","chrysobalanaceae_sp._.1","davilla_nitida","swartzia_sp._yellow_aril","rubiaceae_sp._.1","cecropia_sp._.2","inga_sp._small.1","heteropsis_sp._.1","lauraceae_sp._.13","paullinia_elegans","X.pepa_de_aceituna.","connarus_patrisii","annona_sp._.2","vs9_._.","pouteria_sp._.2","neea_chlorantha_cf.","asteraceae_sp_1","endlicheria_sp._.1","guatteria_sp._.6","bignoniaceae_sp._.47","guatteria_scytophylla","phyllocarpus_riedelii","gurania_sp.","bignoniaceae_sp._.50","bignoniaceae_sp._.48","faramea_sp._.1","hyospathe_sp.","rynchosia_sp.","calatola_venezolana","acacia_sp._.10","bignoniaceae_sp._.51","lauraceae_sp._.12","bignoniaceae_sp._.57","psychotria_sp._.6","menispermaceae_sp._.1","lycianthes_sp._.1","bignoniaceae_sp._.5","bignoniaceae_sp._.3","salacia_macrantha","heliconia_marginata","inga_densiflora_aff","coccoloba_sp._.2","X135","X134","liana_.morado.","platymiscium_sp_1","inga_mathewsii","inga_sp._.5","ccr_11","micropholis_sp","nhn_02","nhn_01","nhn_05","micania_micrantha","tabernaemontana_sp.","salacia_opacifolia","byttneria_catalpaefolia","serjania_sp._.5","serjania_sp._.4","..unk_17","gurania_sp._.1","capparidaceae_sp._amarilla","licania_britteniana","moraceae_sp.","calyptranthes","flacourtaceae_sp.","casimirella_sp.","pouteria_sp._.7","rubiaceae_sp._.2","mayna_parvifolia","cordia_ucayalensis","rollinia_sp.","faramea_harmsiana","ampelocera_..","solanum_sp.","annona_sp.","orthion_sp.","odontocarya_sp._.2","acanthaceae","faramea_sp_1","mollinedia_racemosa","maytenus_ebenifolia","socratea_exorriza","banisteriopsis_muricata","clytostoma_sp.","brosimum_sp.","inga_bourgonii","Day_Length","Day_Year","Day_Year_Y"
"1",2002-09-09,0,1,0,0,0,50,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,50,0,0,0,0,0,0,210,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,23,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,252,0.68993839835729
"2",2002-09-23,0,5.5,0,0,0,0,559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,270,0,0,0,1,0,400,0,2100,0,0,0,300,0,0,0,7,0,0,550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,1,0,250,0,0,50,0,22,0,0,0,0,1,0,9,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,67,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,2,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,266,0.728268309377139
"3",2002-10-05,0,6.5,0,0,0,0,118,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,11,0,0,0,0,0,2,0,0,0,1,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,278,0.761122518822724
"4",2002-10-20,0,0,4,0,0,650,142,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,143,0,0,2,0,0,0,0,100,0,0,0,100,52,0,0,9,0,0,200,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,293,0.802190280629706
"5",2002-11-06,0,0,0,0,0,1272,146,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,200,5,0,0,0,0,0,500,0,0,0,0,0,0,16,0,0,49,0,3,0,5,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,14.5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,9,0,0,0,0,6,0,0,0,0,0,1,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,310,0.848733744010951
